Name	Length	EffectiveLength	TPM	NumReads
jgi|Aspni_NRRL3_1|136|NRRL3_00136	4374	4228.888	0.142409	21.000
jgi|Aspni_NRRL3_1|137|NRRL3_00137	897	705.907	4.996911	123.000
jgi|Aspni_NRRL3_1|138|NRRL3_00138	6282	6206.001	0.009242	2.000
jgi|Aspni_NRRL3_1|139|NRRL3_00139	807	604.000	0.000000	0.000
jgi|Aspni_NRRL3_1|140|NRRL3_00140	789	586.000	0.000000	0.000
jgi|Aspni_NRRL3_1|141|NRRL3_00141	1386	1180.894	0.121424	5.000
jgi|Aspni_NRRL3_1|142|NRRL3_00142	1017	819.962	2.972826	85.000
jgi|Aspni_NRRL3_1|143|NRRL3_00143	1620	1429.871	13.176880	657.000
jgi|Aspni_NRRL3_1|144|NRRL3_00144	1482	1279.000	0.000000	0.000
jgi|Aspni_NRRL3_1|145|NRRL3_00145	1332	1116.609	1.232776	48.000
jgi|Aspni_NRRL3_1|146|NRRL3_00146	1485	1282.000	0.000000	0.000
jgi|Aspni_NRRL3_1|147|NRRL3_00147	7854	7767.461	0.011076	3.000
jgi|Aspni_NRRL3_1|148|NRRL3_00148	1572	1369.000	0.000000	0.000
jgi|Aspni_NRRL3_1|149|NRRL3_00149	1041	836.598	0.205674	6.000
jgi|Aspni_NRRL3_1|150|NRRL3_00150	609	408.393	0.351104	5.000
jgi|Aspni_NRRL3_1|151|NRRL3_00151	1407	1224.005	0.070288	3.000
jgi|Aspni_NRRL3_1|152|NRRL3_00152	1470	1285.734	0.022305	1.000
jgi|Aspni_NRRL3_1|153|NRRL3_00153	7563	7401.925	0.089110	23.000
jgi|Aspni_NRRL3_1|154|NRRL3_00154	837	634.000	0.000000	0.000
jgi|Aspni_NRRL3_1|155|NRRL3_00155	1500	1295.169	0.199278	9.000
jgi|Aspni_NRRL3_1|156|NRRL3_00156	1053	847.733	0.439773	13.000
jgi|Aspni_NRRL3_1|157|NRRL3_00157	1119	899.866	2.645116	83.000
jgi|Aspni_NRRL3_1|158|NRRL3_00158	1584	1381.000	0.000000	0.000
jgi|Aspni_NRRL3_1|159|NRRL3_00159	4881	4734.894	0.012113	2.000
jgi|Aspni_NRRL3_1|160|NRRL3_00160	2412	2209.000	0.000000	0.000
jgi|Aspni_NRRL3_1|161|NRRL3_00161	762	559.000	0.000000	0.000
jgi|Aspni_NRRL3_1|162|NRRL3_00162	846	632.011	32.897084	725.000
jgi|Aspni_NRRL3_1|163|NRRL3_00163	3594	3391.000	0.000000	0.000
jgi|Aspni_NRRL3_1|164|NRRL3_00164	1623	1422.679	4.737019	235.000
jgi|Aspni_NRRL3_1|165|NRRL3_00165	624	408.315	43.966615	626.000
jgi|Aspni_NRRL3_1|166|NRRL3_00166	2601	2427.982	0.070868	6.000
jgi|Aspni_NRRL3_1|167|NRRL3_00167	2508	2281.896	6.610496	526.000
jgi|Aspni_NRRL3_1|168|NRRL3_00168	1338	1130.761	0.507228	20.000
jgi|Aspni_NRRL3_1|169|NRRL3_00169	804	586.794	0.488718	10.000
jgi|Aspni_NRRL3_1|170|NRRL3_00170	897	684.247	1.341163	32.000
jgi|Aspni_NRRL3_1|171|NRRL3_00171	1500	1297.000	0.000000	0.000
jgi|Aspni_NRRL3_1|172|NRRL3_00172	3498	3295.538	2.610592	300.000
jgi|Aspni_NRRL3_1|173|NRRL3_00173	405	216.900	1.189946	9.000
jgi|Aspni_NRRL3_1|174|NRRL3_00174	1815	1635.924	4.207193	240.000
jgi|Aspni_NRRL3_1|175|NRRL3_00175	3639	3497.105	4.748036	579.000
jgi|Aspni_NRRL3_1|176|NRRL3_00176	1773	1595.502	0.017974	1.000
jgi|Aspni_NRRL3_1|177|NRRL3_00177	1767	1565.803	0.586080	32.000
jgi|Aspni_NRRL3_1|178|NRRL3_00178	1092	894.047	14.979610	467.000
jgi|Aspni_NRRL3_1|179|NRRL3_00179	3612	3445.214	22.274814	2676.000
jgi|Aspni_NRRL3_1|180|NRRL3_00180	714	484.255	4.974498	84.000
jgi|Aspni_NRRL3_1|181|NRRL3_00181	1158	912.224	7.324847	233.000
jgi|Aspni_NRRL3_1|182|NRRL3_00182	876	665.870	29.975338	696.000
jgi|Aspni_NRRL3_1|183|NRRL3_00183	759	525.677	62.191353	1140.000
jgi|Aspni_NRRL3_1|184|NRRL3_00184	354	170.000	0.000000	0.000
jgi|Aspni_NRRL3_1|185|NRRL3_00185	1710	1499.948	0.286787	15.000
jgi|Aspni_NRRL3_1|186|NRRL3_00186	687	486.892	10.307414	175.000
jgi|Aspni_NRRL3_1|187|NRRL3_00187	1242	1058.473	0.189654	7.000
jgi|Aspni_NRRL3_1|188|NRRL3_00188	1629	1450.210	8.246116	417.000
jgi|Aspni_NRRL3_1|189|NRRL3_00189	366	180.000	0.000000	0.000
jgi|Aspni_NRRL3_1|190|NRRL3_00190	807	609.029	0.188350	4.000
jgi|Aspni_NRRL3_1|191|NRRL3_00191	783	586.024	0.048936	1.000
jgi|Aspni_NRRL3_1|192|NRRL3_00192	396	193.243	0.296805	2.000
jgi|Aspni_NRRL3_1|193|NRRL3_00193	1374	1187.918	0.024141	1.000
jgi|Aspni_NRRL3_1|194|NRRL3_00194	1188	996.855	19.706191	685.000
jgi|Aspni_NRRL3_1|195|NRRL3_00195	1536	1345.466	2.259317	106.000
jgi|Aspni_NRRL3_1|196|NRRL3_00196	546	348.473	46.167696	561.000
jgi|Aspni_NRRL3_1|197|NRRL3_00197	774	572.164	0.150364	3.000
jgi|Aspni_NRRL3_1|198|NRRL3_00198	1386	1204.540	6.594819	277.000
jgi|Aspni_NRRL3_1|199|NRRL3_00199	2046	1852.581	19.086667	1233.000
jgi|Aspni_NRRL3_1|200|NRRL3_00200	1500	1317.055	1.175801	54.000
jgi|Aspni_NRRL3_1|201|NRRL3_00201	1647	1452.137	0.315978	16.000
jgi|Aspni_NRRL3_1|202|NRRL3_00202	1536	1333.000	0.000000	0.000
jgi|Aspni_NRRL3_1|203|NRRL3_00203	1440	1256.994	0.022814	1.000
jgi|Aspni_NRRL3_1|204|NRRL3_00204	957	754.000	0.000000	0.000
jgi|Aspni_NRRL3_1|205|NRRL3_00205	2553	2318.576	0.037106	3.000
jgi|Aspni_NRRL3_1|206|NRRL3_00206	729	526.000	0.000000	0.000
jgi|Aspni_NRRL3_1|207|NRRL3_00207	957	765.038	2.024206	54.000
jgi|Aspni_NRRL3_1|208|NRRL3_00208	624	422.000	0.000000	0.000
jgi|Aspni_NRRL3_1|209|NRRL3_00209	1302	1122.754	0.076627	3.000
jgi|Aspni_NRRL3_1|210|NRRL3_00210	1335	1143.400	5.442590	217.000
jgi|Aspni_NRRL3_1|211|NRRL3_00211	1419	1239.243	9.187098	397.000
jgi|Aspni_NRRL3_1|212|NRRL3_00212	1503	1308.441	13.150474	600.000
jgi|Aspni_NRRL3_1|213|NRRL3_00213	828	621.717	19.696049	427.000
jgi|Aspni_NRRL3_1|214|NRRL3_00214	3213	3075.412	4.615790	495.000
jgi|Aspni_NRRL3_1|215|NRRL3_00215	933	685.280	0.167392	4.000
jgi|Aspni_NRRL3_1|216|NRRL3_00216	2856	2680.505	7.852783	734.000
jgi|Aspni_NRRL3_1|217|NRRL3_00217	2916	2748.790	17.652370	1692.000
jgi|Aspni_NRRL3_1|218|NRRL3_00218	1449	1269.172	0.022596	1.000
jgi|Aspni_NRRL3_1|219|NRRL3_00219	3207	3044.343	19.810245	2103.000
jgi|Aspni_NRRL3_1|220|NRRL3_00220	1608	1421.406	82.861087	4107.000
jgi|Aspni_NRRL3_1|221|NRRL3_00221	1494	1306.017	17.412800	793.000
jgi|Aspni_NRRL3_1|222|NRRL3_00222	2835	2667.729	4.794435	446.000
jgi|Aspni_NRRL3_1|223|NRRL3_00223	2253	2076.390	3.811926	276.000
jgi|Aspni_NRRL3_1|224|NRRL3_00224	819	621.139	164.040306	3553.000
jgi|Aspni_NRRL3_1|225|NRRL3_00225	648	446.000	0.000000	0.000
jgi|Aspni_NRRL3_1|226|NRRL3_00226	786	587.647	10.882603	223.000
jgi|Aspni_NRRL3_1|227|NRRL3_00227	2310	2126.171	3.924993	291.000
jgi|Aspni_NRRL3_1|228|NRRL3_00228	1413	1215.094	1.345269	57.000
jgi|Aspni_NRRL3_1|229|NRRL3_00229	1221	1032.079	0.416795	15.000
jgi|Aspni_NRRL3_1|230|NRRL3_00230	2427	2232.001	11.255219	876.000
jgi|Aspni_NRRL3_1|231|NRRL3_00231	957	736.366	4.089216	105.000
jgi|Aspni_NRRL3_1|232|NRRL3_00232	1893	1619.553	1.363451	77.000
jgi|Aspni_NRRL3_1|233|NRRL3_00233	477	280.000	0.000000	0.000
jgi|Aspni_NRRL3_1|234|NRRL3_00234	957	742.568	63.567910	1646.000
jgi|Aspni_NRRL3_1|235|NRRL3_00235	1584	1394.235	22.378821	1088.000
jgi|Aspni_NRRL3_1|236|NRRL3_00236	1098	876.673	0.065424	2.000
jgi|Aspni_NRRL3_1|237|NRRL3_00237	744	528.945	0.379517	7.000
jgi|Aspni_NRRL3_1|238|NRRL3_00238	219	68.000	7.169423	17.000
jgi|Aspni_NRRL3_1|239|NRRL3_00239	747	539.424	13.237717	249.000
jgi|Aspni_NRRL3_1|240|NRRL3_00240	660	452.383	5.198184	82.000
jgi|Aspni_NRRL3_1|241|NRRL3_00241	867	668.468	12.140877	283.000
jgi|Aspni_NRRL3_1|242|NRRL3_00242	1551	1356.946	35.314900	1671.000
jgi|Aspni_NRRL3_1|243|NRRL3_00243	1764	1519.362	26.273762	1392.000
jgi|Aspni_NRRL3_1|244|NRRL3_00244	645	444.766	5.867516	91.000
jgi|Aspni_NRRL3_1|245|NRRL3_00245	1698	1518.887	25.753320	1364.000
jgi|Aspni_NRRL3_1|246|NRRL3_00246	2607	2443.274	0.481234	41.000
jgi|Aspni_NRRL3_1|247|NRRL3_00247	648	427.190	6.511714	97.000
jgi|Aspni_NRRL3_1|248|NRRL3_00248	7278	7141.303	41.482704	10330.000
jgi|Aspni_NRRL3_1|249|NRRL3_00249	1668	1477.083	96.240562	4957.000
jgi|Aspni_NRRL3_1|250|NRRL3_00250	1680	1466.954	6.060232	310.000
jgi|Aspni_NRRL3_1|251|NRRL3_00251	612	396.140	301.588587	4166.000
jgi|Aspni_NRRL3_1|252|NRRL3_00252	2247	2036.063	0.943686	67.000
jgi|Aspni_NRRL3_1|253|NRRL3_00253	1209	998.802	7.465144	260.000
jgi|Aspni_NRRL3_1|254|NRRL3_00254	264	99.000	14.194009	49.000
jgi|Aspni_NRRL3_1|255|NRRL3_00255	4374	4216.561	11.521241	1694.000
jgi|Aspni_NRRL3_1|256|NRRL3_00256	1716	1505.416	0.076199	4.000
jgi|Aspni_NRRL3_1|257|NRRL3_00257	1101	908.528	0.094695	3.000
jgi|Aspni_NRRL3_1|258|NRRL3_00258	1197	982.924	0.029176	1.000
jgi|Aspni_NRRL3_1|259|NRRL3_00259	1548	1346.502	21.596085	1014.000
jgi|Aspni_NRRL3_1|260|NRRL3_00260	1110	917.050	13.728267	439.000
jgi|Aspni_NRRL3_1|261|NRRL3_00261	1161	965.998	0.207810	7.000
jgi|Aspni_NRRL3_1|262|NRRL3_00262	1764	1566.569	21.656064	1183.000
jgi|Aspni_NRRL3_1|263|NRRL3_00263	1491	1254.160	0.594518	26.000
jgi|Aspni_NRRL3_1|264|NRRL3_00264	324	146.673	0.195521	1.000
jgi|Aspni_NRRL3_1|265|NRRL3_00265	849	657.256	1.614400	37.000
jgi|Aspni_NRRL3_1|266|NRRL3_00266	966	776.636	0.073851	2.000
jgi|Aspni_NRRL3_1|267|NRRL3_00267	1134	931.196	1.077882	35.000
jgi|Aspni_NRRL3_1|268|NRRL3_00268	2211	2011.918	2.636973	185.000
jgi|Aspni_NRRL3_1|269|NRRL3_00269	798	595.000	0.000000	0.000
jgi|Aspni_NRRL3_1|270|NRRL3_00270	1698	1512.161	0.606871	32.000
jgi|Aspni_NRRL3_1|271|NRRL3_00271	414	220.830	9.609885	74.000
jgi|Aspni_NRRL3_1|272|NRRL3_00272	1503	1329.887	0.517536	24.000
jgi|Aspni_NRRL3_1|273|NRRL3_00273	1551	1348.000	0.000000	0.000
jgi|Aspni_NRRL3_1|274|NRRL3_00274	309	133.000	0.000000	0.000
jgi|Aspni_NRRL3_1|275|NRRL3_00275	1332	1127.536	0.457811	18.000
jgi|Aspni_NRRL3_1|276|NRRL3_00276	267	101.000	1715.834547	6043.000
jgi|Aspni_NRRL3_1|277|NRRL3_00277	1989	1789.481	25.240478	1575.000
jgi|Aspni_NRRL3_1|278|NRRL3_00278	657	448.624	55.038220	861.000
jgi|Aspni_NRRL3_1|279|NRRL3_00279	759	553.415	45.808417	884.000
jgi|Aspni_NRRL3_1|280|NRRL3_00280	2961	2777.728	7.464363	723.000
jgi|Aspni_NRRL3_1|281|NRRL3_00281	297	123.933	222.835206	963.000
jgi|Aspni_NRRL3_1|282|NRRL3_00282	2520	2318.131	3.859764	312.000
jgi|Aspni_NRRL3_1|283|NRRL3_00283	1554	1305.370	24.407566	1111.000
jgi|Aspni_NRRL3_1|284|NRRL3_00284	2361	2167.677	44.914801	3395.000
jgi|Aspni_NRRL3_1|285|NRRL3_00285	2061	1893.333	1.878187	124.000
jgi|Aspni_NRRL3_1|286|NRRL3_00286	510	309.340	0.463530	5.000
jgi|Aspni_NRRL3_1|287|NRRL3_00287	411	220.086	46.778588	359.000
jgi|Aspni_NRRL3_1|288|NRRL3_00288	1425	1241.152	0.092423	4.000
jgi|Aspni_NRRL3_1|289|NRRL3_00289	621	419.000	0.000000	0.000
jgi|Aspni_NRRL3_1|290|NRRL3_00290	1512	1309.000	0.000000	0.000
jgi|Aspni_NRRL3_1|291|NRRL3_00291	702	499.000	0.000000	0.000
jgi|Aspni_NRRL3_1|292|NRRL3_00292	636	441.184	0.585015	9.000
jgi|Aspni_NRRL3_1|293|NRRL3_00293	1803	1603.669	11.248123	629.000
jgi|Aspni_NRRL3_1|294|NRRL3_00294	1767	1594.337	1.043259	58.000
jgi|Aspni_NRRL3_1|295|NRRL3_00295	666	467.959	6.924917	113.000
jgi|Aspni_NRRL3_1|296|NRRL3_00296	1332	1152.688	0.796127	32.000
jgi|Aspni_NRRL3_1|297|NRRL3_00297	1593	1378.919	0.249567	12.000
jgi|Aspni_NRRL3_1|298|NRRL3_00298	1779	1601.042	0.788123	44.000
jgi|Aspni_NRRL3_1|299|NRRL3_00299	1233	1047.053	0.958614	35.000
jgi|Aspni_NRRL3_1|300|NRRL3_00300	909	719.224	0.717716	18.000
jgi|Aspni_NRRL3_1|301|NRRL3_00301	1953	1738.815	3.298533	200.000
jgi|Aspni_NRRL3_1|302|NRRL3_00302	936	749.459	0.114794	3.000
jgi|Aspni_NRRL3_1|303|NRRL3_00303	2253	2090.470	0.082310	6.000
jgi|Aspni_NRRL3_1|304|NRRL3_00304	1866	1678.723	1.417892	83.000
jgi|Aspni_NRRL3_1|305|NRRL3_00305	546	346.950	1.239847	15.000
jgi|Aspni_NRRL3_1|306|NRRL3_00306	1251	1048.000	0.000000	0.000
jgi|Aspni_NRRL3_1|307|NRRL3_00307	1536	1333.000	0.000000	0.000
jgi|Aspni_NRRL3_1|308|NRRL3_00308	237	80.000	0.358471	1.000
jgi|Aspni_NRRL3_1|309|NRRL3_00309	945	742.000	0.000000	0.000
jgi|Aspni_NRRL3_1|310|NRRL3_00310	1494	1284.967	0.602582	27.000
jgi|Aspni_NRRL3_1|311|NRRL3_00311	1983	1802.133	0.350090	22.000
jgi|Aspni_NRRL3_1|312|NRRL3_00312	1329	1139.193	0.201390	8.000
jgi|Aspni_NRRL3_1|313|NRRL3_00313	1329	1126.000	0.000000	0.000
jgi|Aspni_NRRL3_1|314|NRRL3_00314	2040	1835.854	14.808614	948.000
jgi|Aspni_NRRL3_1|315|NRRL3_00315	666	470.308	3.841513	63.000
