TXNAME	GENEID
jgi|Aspni_NRRL3_1|6804|NRRL3_06804	NRRL3_06804
jgi|Aspni_NRRL3_1|6805|NRRL3_06805	NRRL3_06805
jgi|Aspni_NRRL3_1|6806|NRRL3_06806	NRRL3_06806
jgi|Aspni_NRRL3_1|6807|NRRL3_06807	NRRL3_06807
jgi|Aspni_NRRL3_1|6808|NRRL3_06808	NRRL3_06808
jgi|Aspni_NRRL3_1|6809|NRRL3_06809	NRRL3_06809
jgi|Aspni_NRRL3_1|6810|NRRL3_06810	NRRL3_06810
jgi|Aspni_NRRL3_1|6811|NRRL3_06811	NRRL3_06811
jgi|Aspni_NRRL3_1|6812|NRRL3_06812	NRRL3_06812
jgi|Aspni_NRRL3_1|6813|NRRL3_06813	NRRL3_06813
jgi|Aspni_NRRL3_1|6814|NRRL3_06814	NRRL3_06814
jgi|Aspni_NRRL3_1|6815|NRRL3_06815	NRRL3_06815
jgi|Aspni_NRRL3_1|6816|NRRL3_06816	NRRL3_06816
jgi|Aspni_NRRL3_1|6817|NRRL3_06817	NRRL3_06817
jgi|Aspni_NRRL3_1|6818|NRRL3_06818	NRRL3_06818
jgi|Aspni_NRRL3_1|6819|NRRL3_06819	NRRL3_06819
jgi|Aspni_NRRL3_1|6820|NRRL3_06820	NRRL3_06820
jgi|Aspni_NRRL3_1|6821|NRRL3_06821	NRRL3_06821
jgi|Aspni_NRRL3_1|6822|NRRL3_06822	NRRL3_06822
jgi|Aspni_NRRL3_1|6823|NRRL3_06823	NRRL3_06823
jgi|Aspni_NRRL3_1|6824|NRRL3_06824	NRRL3_06824
jgi|Aspni_NRRL3_1|6825|NRRL3_06825	NRRL3_06825
jgi|Aspni_NRRL3_1|6826|NRRL3_06826	NRRL3_06826
jgi|Aspni_NRRL3_1|6827|NRRL3_06827	NRRL3_06827
jgi|Aspni_NRRL3_1|6828|NRRL3_06828	NRRL3_06828
jgi|Aspni_NRRL3_1|6829|NRRL3_06829	NRRL3_06829
jgi|Aspni_NRRL3_1|6830|NRRL3_06830	NRRL3_06830
jgi|Aspni_NRRL3_1|6831|NRRL3_06831	NRRL3_06831
jgi|Aspni_NRRL3_1|6832|NRRL3_06832	NRRL3_06832
jgi|Aspni_NRRL3_1|6833|NRRL3_06833	NRRL3_06833
jgi|Aspni_NRRL3_1|6834|NRRL3_06834	NRRL3_06834
jgi|Aspni_NRRL3_1|6835|NRRL3_06835	NRRL3_06835
jgi|Aspni_NRRL3_1|6836|NRRL3_06836	NRRL3_06836
jgi|Aspni_NRRL3_1|6837|NRRL3_06837	NRRL3_06837
jgi|Aspni_NRRL3_1|6838|NRRL3_06838	NRRL3_06838
jgi|Aspni_NRRL3_1|6839|NRRL3_06839	NRRL3_06839
jgi|Aspni_NRRL3_1|6840|NRRL3_06840	NRRL3_06840
jgi|Aspni_NRRL3_1|6841|NRRL3_06841	NRRL3_06841
jgi|Aspni_NRRL3_1|6842|NRRL3_06842	NRRL3_06842
jgi|Aspni_NRRL3_1|6843|NRRL3_06843	NRRL3_06843
jgi|Aspni_NRRL3_1|6844|NRRL3_06844	NRRL3_06844
jgi|Aspni_NRRL3_1|6845|NRRL3_06845	NRRL3_06845
jgi|Aspni_NRRL3_1|6846|NRRL3_06846	NRRL3_06846
jgi|Aspni_NRRL3_1|6847|NRRL3_06847	NRRL3_06847
jgi|Aspni_NRRL3_1|6848|NRRL3_06848	NRRL3_06848
jgi|Aspni_NRRL3_1|6849|NRRL3_06849	NRRL3_06849
jgi|Aspni_NRRL3_1|6850|NRRL3_06850	NRRL3_06850
jgi|Aspni_NRRL3_1|6851|NRRL3_06851	NRRL3_06851
jgi|Aspni_NRRL3_1|6852|NRRL3_06852	NRRL3_06852
jgi|Aspni_NRRL3_1|6853|NRRL3_06853	NRRL3_06853
jgi|Aspni_NRRL3_1|6854|NRRL3_06854	NRRL3_06854
jgi|Aspni_NRRL3_1|6855|NRRL3_06855	NRRL3_06855
jgi|Aspni_NRRL3_1|6856|NRRL3_06856	NRRL3_06856
jgi|Aspni_NRRL3_1|6857|NRRL3_06857	NRRL3_06857
jgi|Aspni_NRRL3_1|6858|NRRL3_06858	NRRL3_06858
jgi|Aspni_NRRL3_1|6859|NRRL3_06859	NRRL3_06859
jgi|Aspni_NRRL3_1|6860|NRRL3_06860	NRRL3_06860
jgi|Aspni_NRRL3_1|6861|NRRL3_06861	NRRL3_06861
jgi|Aspni_NRRL3_1|6862|NRRL3_06862	NRRL3_06862
jgi|Aspni_NRRL3_1|6863|NRRL3_06863	NRRL3_06863
jgi|Aspni_NRRL3_1|6864|NRRL3_06864	NRRL3_06864
jgi|Aspni_NRRL3_1|6865|NRRL3_06865	NRRL3_06865
jgi|Aspni_NRRL3_1|6866|NRRL3_06866	NRRL3_06866
jgi|Aspni_NRRL3_1|6867|NRRL3_06867	NRRL3_06867
jgi|Aspni_NRRL3_1|6868|NRRL3_06868	NRRL3_06868
jgi|Aspni_NRRL3_1|6869|NRRL3_06869	NRRL3_06869
jgi|Aspni_NRRL3_1|6870|NRRL3_06870	NRRL3_06870
jgi|Aspni_NRRL3_1|6871|NRRL3_06871	NRRL3_06871
jgi|Aspni_NRRL3_1|6872|NRRL3_06872	NRRL3_06872
jgi|Aspni_NRRL3_1|6873|NRRL3_06873	NRRL3_06873
jgi|Aspni_NRRL3_1|6874|NRRL3_06874	NRRL3_06874
jgi|Aspni_NRRL3_1|6875|NRRL3_06875	NRRL3_06875
jgi|Aspni_NRRL3_1|6876|NRRL3_06876	NRRL3_06876
jgi|Aspni_NRRL3_1|6877|NRRL3_06877	NRRL3_06877
jgi|Aspni_NRRL3_1|6878|NRRL3_06878	NRRL3_06878
jgi|Aspni_NRRL3_1|6879|NRRL3_06879	NRRL3_06879
jgi|Aspni_NRRL3_1|6880|NRRL3_06880	NRRL3_06880
jgi|Aspni_NRRL3_1|6881|NRRL3_06881	NRRL3_06881
jgi|Aspni_NRRL3_1|6882|NRRL3_06882	NRRL3_06882
jgi|Aspni_NRRL3_1|6883|NRRL3_06883	NRRL3_06883
jgi|Aspni_NRRL3_1|6884|NRRL3_06884	NRRL3_06884
jgi|Aspni_NRRL3_1|6885|NRRL3_06885	NRRL3_06885
jgi|Aspni_NRRL3_1|6886|NRRL3_06886	NRRL3_06886
jgi|Aspni_NRRL3_1|6887|NRRL3_06887	NRRL3_06887
jgi|Aspni_NRRL3_1|6888|NRRL3_06888	NRRL3_06888
jgi|Aspni_NRRL3_1|6889|NRRL3_06889	NRRL3_06889
jgi|Aspni_NRRL3_1|6890|NRRL3_06890	NRRL3_06890
jgi|Aspni_NRRL3_1|6891|NRRL3_06891	NRRL3_06891
jgi|Aspni_NRRL3_1|6892|NRRL3_06892	NRRL3_06892
jgi|Aspni_NRRL3_1|6893|NRRL3_06893	NRRL3_06893
jgi|Aspni_NRRL3_1|6894|NRRL3_06894	NRRL3_06894
jgi|Aspni_NRRL3_1|6895|NRRL3_06895	NRRL3_06895
jgi|Aspni_NRRL3_1|6896|NRRL3_06896	NRRL3_06896
jgi|Aspni_NRRL3_1|6897|NRRL3_06897	NRRL3_06897
jgi|Aspni_NRRL3_1|6898|NRRL3_06898	NRRL3_06898
jgi|Aspni_NRRL3_1|6899|NRRL3_06899	NRRL3_06899
jgi|Aspni_NRRL3_1|6900|NRRL3_06900	NRRL3_06900
jgi|Aspni_NRRL3_1|6901|NRRL3_06901	NRRL3_06901
jgi|Aspni_NRRL3_1|6902|NRRL3_06902	NRRL3_06902
jgi|Aspni_NRRL3_1|6903|NRRL3_06903	NRRL3_06903
jgi|Aspni_NRRL3_1|6904|NRRL3_06904	NRRL3_06904
jgi|Aspni_NRRL3_1|6905|NRRL3_06905	NRRL3_06905
jgi|Aspni_NRRL3_1|6906|NRRL3_06906	NRRL3_06906
jgi|Aspni_NRRL3_1|6907|NRRL3_06907	NRRL3_06907
jgi|Aspni_NRRL3_1|6908|NRRL3_06908	NRRL3_06908
jgi|Aspni_NRRL3_1|6909|NRRL3_06909	NRRL3_06909
jgi|Aspni_NRRL3_1|6910|NRRL3_06910	NRRL3_06910
jgi|Aspni_NRRL3_1|6911|NRRL3_06911	NRRL3_06911
jgi|Aspni_NRRL3_1|6912|NRRL3_06912	NRRL3_06912
jgi|Aspni_NRRL3_1|6913|NRRL3_06913	NRRL3_06913
jgi|Aspni_NRRL3_1|6914|NRRL3_06914	NRRL3_06914
jgi|Aspni_NRRL3_1|6915|NRRL3_06915	NRRL3_06915
jgi|Aspni_NRRL3_1|6916|NRRL3_06916	NRRL3_06916
jgi|Aspni_NRRL3_1|6917|NRRL3_06917	NRRL3_06917
jgi|Aspni_NRRL3_1|6918|NRRL3_06918	NRRL3_06918
jgi|Aspni_NRRL3_1|6919|NRRL3_06919	NRRL3_06919
jgi|Aspni_NRRL3_1|6920|NRRL3_06920	NRRL3_06920
jgi|Aspni_NRRL3_1|6921|NRRL3_06921	NRRL3_06921
jgi|Aspni_NRRL3_1|6922|NRRL3_06922	NRRL3_06922
jgi|Aspni_NRRL3_1|6923|NRRL3_06923	NRRL3_06923
jgi|Aspni_NRRL3_1|6924|NRRL3_06924	NRRL3_06924
jgi|Aspni_NRRL3_1|6925|NRRL3_06925	NRRL3_06925
jgi|Aspni_NRRL3_1|6926|NRRL3_06926	NRRL3_06926
jgi|Aspni_NRRL3_1|6927|NRRL3_06927	NRRL3_06927
jgi|Aspni_NRRL3_1|6928|NRRL3_06928	NRRL3_06928
jgi|Aspni_NRRL3_1|6929|NRRL3_06929	NRRL3_06929
jgi|Aspni_NRRL3_1|6930|NRRL3_06930	NRRL3_06930
jgi|Aspni_NRRL3_1|6931|NRRL3_06931	NRRL3_06931
jgi|Aspni_NRRL3_1|6932|NRRL3_06932	NRRL3_06932
jgi|Aspni_NRRL3_1|6933|NRRL3_06933	NRRL3_06933
jgi|Aspni_NRRL3_1|6934|NRRL3_06934	NRRL3_06934
jgi|Aspni_NRRL3_1|6935|NRRL3_06935	NRRL3_06935
jgi|Aspni_NRRL3_1|6936|NRRL3_06936	NRRL3_06936
jgi|Aspni_NRRL3_1|6937|NRRL3_06937	NRRL3_06937
jgi|Aspni_NRRL3_1|6938|NRRL3_06938	NRRL3_06938
jgi|Aspni_NRRL3_1|6939|NRRL3_06939	NRRL3_06939
jgi|Aspni_NRRL3_1|6940|NRRL3_06940	NRRL3_06940
jgi|Aspni_NRRL3_1|6941|NRRL3_06941	NRRL3_06941
jgi|Aspni_NRRL3_1|6942|NRRL3_06942	NRRL3_06942
jgi|Aspni_NRRL3_1|6943|NRRL3_06943	NRRL3_06943
jgi|Aspni_NRRL3_1|6944|NRRL3_06944	NRRL3_06944
jgi|Aspni_NRRL3_1|6945|NRRL3_06945	NRRL3_06945
jgi|Aspni_NRRL3_1|6946|NRRL3_06946	NRRL3_06946
jgi|Aspni_NRRL3_1|6947|NRRL3_06947	NRRL3_06947
jgi|Aspni_NRRL3_1|6948|NRRL3_06948	NRRL3_06948
jgi|Aspni_NRRL3_1|6949|NRRL3_06949	NRRL3_06949
jgi|Aspni_NRRL3_1|6950|NRRL3_06950	NRRL3_06950
jgi|Aspni_NRRL3_1|6951|NRRL3_06951	NRRL3_06951
jgi|Aspni_NRRL3_1|6952|NRRL3_06952	NRRL3_06952
jgi|Aspni_NRRL3_1|6953|NRRL3_06953	NRRL3_06953
jgi|Aspni_NRRL3_1|6954|NRRL3_06954	NRRL3_06954
jgi|Aspni_NRRL3_1|6955|NRRL3_06955	NRRL3_06955
jgi|Aspni_NRRL3_1|6956|NRRL3_06956	NRRL3_06956
jgi|Aspni_NRRL3_1|6957|NRRL3_06957	NRRL3_06957
jgi|Aspni_NRRL3_1|6958|NRRL3_06958	NRRL3_06958
jgi|Aspni_NRRL3_1|6959|NRRL3_06959	NRRL3_06959
jgi|Aspni_NRRL3_1|6960|NRRL3_06960	NRRL3_06960
jgi|Aspni_NRRL3_1|6961|NRRL3_06961	NRRL3_06961
jgi|Aspni_NRRL3_1|6962|NRRL3_06962	NRRL3_06962
jgi|Aspni_NRRL3_1|6963|NRRL3_06963	NRRL3_06963
jgi|Aspni_NRRL3_1|6964|NRRL3_06964	NRRL3_06964
jgi|Aspni_NRRL3_1|6965|NRRL3_06965	NRRL3_06965
jgi|Aspni_NRRL3_1|6966|NRRL3_06966	NRRL3_06966
jgi|Aspni_NRRL3_1|6967|NRRL3_06967	NRRL3_06967
jgi|Aspni_NRRL3_1|6968|NRRL3_06968	NRRL3_06968
jgi|Aspni_NRRL3_1|6969|NRRL3_06969	NRRL3_06969
jgi|Aspni_NRRL3_1|6970|NRRL3_06970	NRRL3_06970
jgi|Aspni_NRRL3_1|6971|NRRL3_06971	NRRL3_06971
jgi|Aspni_NRRL3_1|6972|NRRL3_06972	NRRL3_06972
jgi|Aspni_NRRL3_1|6973|NRRL3_06973	NRRL3_06973
jgi|Aspni_NRRL3_1|6974|NRRL3_06974	NRRL3_06974
jgi|Aspni_NRRL3_1|6975|NRRL3_06975	NRRL3_06975
jgi|Aspni_NRRL3_1|6976|NRRL3_06976	NRRL3_06976
jgi|Aspni_NRRL3_1|6977|NRRL3_06977	NRRL3_06977
jgi|Aspni_NRRL3_1|6978|NRRL3_06978	NRRL3_06978
jgi|Aspni_NRRL3_1|6979|NRRL3_06979	NRRL3_06979
jgi|Aspni_NRRL3_1|6980|NRRL3_06980	NRRL3_06980
jgi|Aspni_NRRL3_1|6981|NRRL3_06981	NRRL3_06981
jgi|Aspni_NRRL3_1|6982|NRRL3_06982	NRRL3_06982
jgi|Aspni_NRRL3_1|6983|NRRL3_06983	NRRL3_06983
jgi|Aspni_NRRL3_1|6984|NRRL3_06984	NRRL3_06984
jgi|Aspni_NRRL3_1|6985|NRRL3_06985	NRRL3_06985
jgi|Aspni_NRRL3_1|6986|NRRL3_06986	NRRL3_06986
jgi|Aspni_NRRL3_1|6987|NRRL3_06987	NRRL3_06987
jgi|Aspni_NRRL3_1|6988|NRRL3_06988	NRRL3_06988
jgi|Aspni_NRRL3_1|6989|NRRL3_06989	NRRL3_06989
jgi|Aspni_NRRL3_1|6990|NRRL3_06990	NRRL3_06990
jgi|Aspni_NRRL3_1|6991|NRRL3_06991	NRRL3_06991
jgi|Aspni_NRRL3_1|6992|NRRL3_06992	NRRL3_06992
jgi|Aspni_NRRL3_1|6993|NRRL3_06993	NRRL3_06993
jgi|Aspni_NRRL3_1|6994|NRRL3_06994	NRRL3_06994
jgi|Aspni_NRRL3_1|6995|NRRL3_06995	NRRL3_06995
jgi|Aspni_NRRL3_1|6996|NRRL3_06996	NRRL3_06996
jgi|Aspni_NRRL3_1|6997|NRRL3_06997	NRRL3_06997
jgi|Aspni_NRRL3_1|6998|NRRL3_06998	NRRL3_06998
jgi|Aspni_NRRL3_1|6999|NRRL3_06999	NRRL3_06999
jgi|Aspni_NRRL3_1|7000|NRRL3_07000	NRRL3_07000
jgi|Aspni_NRRL3_1|7001|NRRL3_07001	NRRL3_07001
jgi|Aspni_NRRL3_1|7002|NRRL3_07002	NRRL3_07002
jgi|Aspni_NRRL3_1|7003|NRRL3_07003	NRRL3_07003
jgi|Aspni_NRRL3_1|7004|NRRL3_07004	NRRL3_07004
jgi|Aspni_NRRL3_1|7005|NRRL3_07005	NRRL3_07005
jgi|Aspni_NRRL3_1|7006|NRRL3_07006	NRRL3_07006
jgi|Aspni_NRRL3_1|7007|NRRL3_07007	NRRL3_07007
jgi|Aspni_NRRL3_1|7008|NRRL3_07008	NRRL3_07008
jgi|Aspni_NRRL3_1|7009|NRRL3_07009	NRRL3_07009
jgi|Aspni_NRRL3_1|7010|NRRL3_07010	NRRL3_07010
jgi|Aspni_NRRL3_1|7011|NRRL3_07011	NRRL3_07011
jgi|Aspni_NRRL3_1|7012|NRRL3_07012	NRRL3_07012
jgi|Aspni_NRRL3_1|7013|NRRL3_07013	NRRL3_07013
jgi|Aspni_NRRL3_1|7014|NRRL3_07014	NRRL3_07014
jgi|Aspni_NRRL3_1|7015|NRRL3_07015	NRRL3_07015
jgi|Aspni_NRRL3_1|7016|NRRL3_07016	NRRL3_07016
jgi|Aspni_NRRL3_1|7017|NRRL3_07017	NRRL3_07017
jgi|Aspni_NRRL3_1|7018|NRRL3_07018	NRRL3_07018
jgi|Aspni_NRRL3_1|7019|NRRL3_07019	NRRL3_07019
jgi|Aspni_NRRL3_1|7020|NRRL3_07020	NRRL3_07020
jgi|Aspni_NRRL3_1|7021|NRRL3_07021	NRRL3_07021
jgi|Aspni_NRRL3_1|7022|NRRL3_07022	NRRL3_07022
jgi|Aspni_NRRL3_1|7023|NRRL3_07023	NRRL3_07023
jgi|Aspni_NRRL3_1|7024|NRRL3_07024	NRRL3_07024
jgi|Aspni_NRRL3_1|7025|NRRL3_07025	NRRL3_07025
jgi|Aspni_NRRL3_1|7026|NRRL3_07026	NRRL3_07026
jgi|Aspni_NRRL3_1|7027|NRRL3_07027	NRRL3_07027
jgi|Aspni_NRRL3_1|7028|NRRL3_07028	NRRL3_07028
jgi|Aspni_NRRL3_1|7029|NRRL3_07029	NRRL3_07029
jgi|Aspni_NRRL3_1|7030|NRRL3_07030	NRRL3_07030
jgi|Aspni_NRRL3_1|7031|NRRL3_07031	NRRL3_07031
jgi|Aspni_NRRL3_1|7032|NRRL3_07032	NRRL3_07032
jgi|Aspni_NRRL3_1|7033|NRRL3_07033	NRRL3_07033
jgi|Aspni_NRRL3_1|7034|NRRL3_07034	NRRL3_07034
jgi|Aspni_NRRL3_1|7035|NRRL3_07035	NRRL3_07035
jgi|Aspni_NRRL3_1|7036|NRRL3_07036	NRRL3_07036
jgi|Aspni_NRRL3_1|7037|NRRL3_07037	NRRL3_07037
jgi|Aspni_NRRL3_1|7038|NRRL3_07038	NRRL3_07038
jgi|Aspni_NRRL3_1|7039|NRRL3_07039	NRRL3_07039
jgi|Aspni_NRRL3_1|7040|NRRL3_07040	NRRL3_07040
jgi|Aspni_NRRL3_1|7041|NRRL3_07041	NRRL3_07041
jgi|Aspni_NRRL3_1|7042|NRRL3_07042	NRRL3_07042
jgi|Aspni_NRRL3_1|7043|NRRL3_07043	NRRL3_07043
jgi|Aspni_NRRL3_1|7044|NRRL3_07044	NRRL3_07044
jgi|Aspni_NRRL3_1|7045|NRRL3_07045	NRRL3_07045
jgi|Aspni_NRRL3_1|7046|NRRL3_07046	NRRL3_07046
jgi|Aspni_NRRL3_1|7047|NRRL3_07047	NRRL3_07047
jgi|Aspni_NRRL3_1|7048|NRRL3_07048	NRRL3_07048
jgi|Aspni_NRRL3_1|7049|NRRL3_07049	NRRL3_07049
jgi|Aspni_NRRL3_1|7050|NRRL3_07050	NRRL3_07050
jgi|Aspni_NRRL3_1|7051|NRRL3_07051	NRRL3_07051
jgi|Aspni_NRRL3_1|7052|NRRL3_07052	NRRL3_07052
jgi|Aspni_NRRL3_1|7053|NRRL3_07053	NRRL3_07053
jgi|Aspni_NRRL3_1|7054|NRRL3_07054	NRRL3_07054
jgi|Aspni_NRRL3_1|7055|NRRL3_07055	NRRL3_07055
jgi|Aspni_NRRL3_1|7056|NRRL3_07056	NRRL3_07056
jgi|Aspni_NRRL3_1|7057|NRRL3_07057	NRRL3_07057
jgi|Aspni_NRRL3_1|7058|NRRL3_07058	NRRL3_07058
jgi|Aspni_NRRL3_1|7059|NRRL3_07059	NRRL3_07059
jgi|Aspni_NRRL3_1|7060|NRRL3_07060	NRRL3_07060
jgi|Aspni_NRRL3_1|7061|NRRL3_07061	NRRL3_07061
jgi|Aspni_NRRL3_1|7062|NRRL3_07062	NRRL3_07062
jgi|Aspni_NRRL3_1|7063|NRRL3_07063	NRRL3_07063
jgi|Aspni_NRRL3_1|7064|NRRL3_07064	NRRL3_07064
jgi|Aspni_NRRL3_1|7065|NRRL3_07065	NRRL3_07065
jgi|Aspni_NRRL3_1|7066|NRRL3_07066	NRRL3_07066
jgi|Aspni_NRRL3_1|7067|NRRL3_07067	NRRL3_07067
jgi|Aspni_NRRL3_1|7068|NRRL3_07068	NRRL3_07068
jgi|Aspni_NRRL3_1|7069|NRRL3_07069	NRRL3_07069
jgi|Aspni_NRRL3_1|7070|NRRL3_07070	NRRL3_07070
jgi|Aspni_NRRL3_1|7071|NRRL3_07071	NRRL3_07071
jgi|Aspni_NRRL3_1|7072|NRRL3_07072	NRRL3_07072
jgi|Aspni_NRRL3_1|7073|NRRL3_07073	NRRL3_07073
jgi|Aspni_NRRL3_1|7074|NRRL3_07074	NRRL3_07074
jgi|Aspni_NRRL3_1|7075|NRRL3_07075	NRRL3_07075
jgi|Aspni_NRRL3_1|7076|NRRL3_07076	NRRL3_07076
jgi|Aspni_NRRL3_1|7077|NRRL3_07077	NRRL3_07077
jgi|Aspni_NRRL3_1|7078|NRRL3_07078	NRRL3_07078
jgi|Aspni_NRRL3_1|7079|NRRL3_07079	NRRL3_07079
jgi|Aspni_NRRL3_1|7080|NRRL3_07080	NRRL3_07080
jgi|Aspni_NRRL3_1|7081|NRRL3_07081	NRRL3_07081
jgi|Aspni_NRRL3_1|7082|NRRL3_07082	NRRL3_07082
jgi|Aspni_NRRL3_1|7083|NRRL3_07083	NRRL3_07083
jgi|Aspni_NRRL3_1|7084|NRRL3_07084	NRRL3_07084
jgi|Aspni_NRRL3_1|7085|NRRL3_07085	NRRL3_07085
jgi|Aspni_NRRL3_1|7086|NRRL3_07086	NRRL3_07086
jgi|Aspni_NRRL3_1|7087|NRRL3_07087	NRRL3_07087
jgi|Aspni_NRRL3_1|7088|NRRL3_07088	NRRL3_07088
jgi|Aspni_NRRL3_1|7089|NRRL3_07089	NRRL3_07089
jgi|Aspni_NRRL3_1|7090|NRRL3_07090	NRRL3_07090
jgi|Aspni_NRRL3_1|7091|NRRL3_07091	NRRL3_07091
jgi|Aspni_NRRL3_1|7092|NRRL3_07092	NRRL3_07092
jgi|Aspni_NRRL3_1|7093|NRRL3_07093	NRRL3_07093
jgi|Aspni_NRRL3_1|7094|NRRL3_07094	NRRL3_07094
jgi|Aspni_NRRL3_1|7095|NRRL3_07095	NRRL3_07095
jgi|Aspni_NRRL3_1|7096|NRRL3_07096	NRRL3_07096
jgi|Aspni_NRRL3_1|7097|NRRL3_07097	NRRL3_07097
jgi|Aspni_NRRL3_1|7098|NRRL3_07098	NRRL3_07098
jgi|Aspni_NRRL3_1|7099|NRRL3_07099	NRRL3_07099
jgi|Aspni_NRRL3_1|7100|NRRL3_07100	NRRL3_07100
jgi|Aspni_NRRL3_1|7101|NRRL3_07101	NRRL3_07101
jgi|Aspni_NRRL3_1|7102|NRRL3_07102	NRRL3_07102
jgi|Aspni_NRRL3_1|7103|NRRL3_07103	NRRL3_07103
jgi|Aspni_NRRL3_1|7104|NRRL3_07104	NRRL3_07104
jgi|Aspni_NRRL3_1|7105|NRRL3_07105	NRRL3_07105
jgi|Aspni_NRRL3_1|7106|NRRL3_07106	NRRL3_07106
jgi|Aspni_NRRL3_1|7107|NRRL3_07107	NRRL3_07107
jgi|Aspni_NRRL3_1|7108|NRRL3_07108	NRRL3_07108
jgi|Aspni_NRRL3_1|7109|NRRL3_07109	NRRL3_07109
jgi|Aspni_NRRL3_1|7110|NRRL3_07110	NRRL3_07110
jgi|Aspni_NRRL3_1|7111|NRRL3_07111	NRRL3_07111
jgi|Aspni_NRRL3_1|7112|NRRL3_07112	NRRL3_07112
jgi|Aspni_NRRL3_1|7113|NRRL3_07113	NRRL3_07113
jgi|Aspni_NRRL3_1|7114|NRRL3_07114	NRRL3_07114
jgi|Aspni_NRRL3_1|7115|NRRL3_07115	NRRL3_07115
jgi|Aspni_NRRL3_1|7116|NRRL3_07116	NRRL3_07116
jgi|Aspni_NRRL3_1|7117|NRRL3_07117	NRRL3_07117
jgi|Aspni_NRRL3_1|7118|NRRL3_07118	NRRL3_07118
jgi|Aspni_NRRL3_1|7119|NRRL3_07119	NRRL3_07119
jgi|Aspni_NRRL3_1|7120|NRRL3_07120	NRRL3_07120
jgi|Aspni_NRRL3_1|7121|NRRL3_07121	NRRL3_07121
jgi|Aspni_NRRL3_1|7122|NRRL3_07122	NRRL3_07122
jgi|Aspni_NRRL3_1|7123|NRRL3_07123	NRRL3_07123
jgi|Aspni_NRRL3_1|7124|NRRL3_07124	NRRL3_07124
jgi|Aspni_NRRL3_1|7125|NRRL3_07125	NRRL3_07125
jgi|Aspni_NRRL3_1|7126|NRRL3_07126	NRRL3_07126
jgi|Aspni_NRRL3_1|7127|NRRL3_07127	NRRL3_07127
jgi|Aspni_NRRL3_1|7128|NRRL3_07128	NRRL3_07128
jgi|Aspni_NRRL3_1|7129|NRRL3_07129	NRRL3_07129
jgi|Aspni_NRRL3_1|7130|NRRL3_07130	NRRL3_07130
jgi|Aspni_NRRL3_1|7131|NRRL3_07131	NRRL3_07131
jgi|Aspni_NRRL3_1|7132|NRRL3_07132	NRRL3_07132
jgi|Aspni_NRRL3_1|7133|NRRL3_07133	NRRL3_07133
jgi|Aspni_NRRL3_1|7134|NRRL3_07134	NRRL3_07134
jgi|Aspni_NRRL3_1|7135|NRRL3_07135	NRRL3_07135
jgi|Aspni_NRRL3_1|7136|NRRL3_07136	NRRL3_07136
jgi|Aspni_NRRL3_1|7137|NRRL3_07137	NRRL3_07137
jgi|Aspni_NRRL3_1|7138|NRRL3_07138	NRRL3_07138
jgi|Aspni_NRRL3_1|7139|NRRL3_07139	NRRL3_07139
jgi|Aspni_NRRL3_1|7140|NRRL3_07140	NRRL3_07140
jgi|Aspni_NRRL3_1|7141|NRRL3_07141	NRRL3_07141
jgi|Aspni_NRRL3_1|7142|NRRL3_07142	NRRL3_07142
jgi|Aspni_NRRL3_1|7143|NRRL3_07143	NRRL3_07143
jgi|Aspni_NRRL3_1|7144|NRRL3_07144	NRRL3_07144
jgi|Aspni_NRRL3_1|7145|NRRL3_07145	NRRL3_07145
jgi|Aspni_NRRL3_1|7146|NRRL3_07146	NRRL3_07146
jgi|Aspni_NRRL3_1|7147|NRRL3_07147	NRRL3_07147
jgi|Aspni_NRRL3_1|7148|NRRL3_07148	NRRL3_07148
jgi|Aspni_NRRL3_1|7149|NRRL3_07149	NRRL3_07149
jgi|Aspni_NRRL3_1|7150|NRRL3_07150	NRRL3_07150
jgi|Aspni_NRRL3_1|7151|NRRL3_07151	NRRL3_07151
jgi|Aspni_NRRL3_1|7152|NRRL3_07152	NRRL3_07152
jgi|Aspni_NRRL3_1|7153|NRRL3_07153	NRRL3_07153
jgi|Aspni_NRRL3_1|7154|NRRL3_07154	NRRL3_07154
jgi|Aspni_NRRL3_1|7155|NRRL3_07155	NRRL3_07155
jgi|Aspni_NRRL3_1|7156|NRRL3_07156	NRRL3_07156
jgi|Aspni_NRRL3_1|7157|NRRL3_07157	NRRL3_07157
jgi|Aspni_NRRL3_1|7158|NRRL3_07158	NRRL3_07158
jgi|Aspni_NRRL3_1|7159|NRRL3_07159	NRRL3_07159
jgi|Aspni_NRRL3_1|7160|NRRL3_07160	NRRL3_07160
jgi|Aspni_NRRL3_1|7161|NRRL3_07161	NRRL3_07161
jgi|Aspni_NRRL3_1|7162|NRRL3_07162	NRRL3_07162
jgi|Aspni_NRRL3_1|7163|NRRL3_07163	NRRL3_07163
jgi|Aspni_NRRL3_1|7164|NRRL3_07164	NRRL3_07164
jgi|Aspni_NRRL3_1|7165|NRRL3_07165	NRRL3_07165
jgi|Aspni_NRRL3_1|7166|NRRL3_07166	NRRL3_07166
jgi|Aspni_NRRL3_1|7167|NRRL3_07167	NRRL3_07167
jgi|Aspni_NRRL3_1|7168|NRRL3_07168	NRRL3_07168
jgi|Aspni_NRRL3_1|7169|NRRL3_07169	NRRL3_07169
jgi|Aspni_NRRL3_1|7170|NRRL3_07170	NRRL3_07170
jgi|Aspni_NRRL3_1|7171|NRRL3_07171	NRRL3_07171
